85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 15:23:45"

frequency,e',e'',u',u''
11570500000.0000,  12.8719,   0.7811,   1.0074,   0.0025
11573125000.0000,  12.8551,   0.7841,   1.0076,   0.0034
11575750000.0000,  12.8765,   0.8022,   1.0060,   0.0055
11578375000.0000,  12.8584,   0.7860,   1.0097,   0.0051
11581000000.0000,  12.8479,   0.7886,   1.0084,   0.0057
11583625000.0000,  12.8518,   0.7838,   1.0117,   0.0058
11586250000.0000,  12.8637,   0.7931,   1.0111,   0.0060
11588875000.0000,  12.8340,   0.7431,   1.0075,   0.0030
11591500000.0000,  12.8632,   0.7449,   1.0069,   0.0016
11594125000.0000,  12.8230,   0.7555,   1.0087,   0.0038
11596750000.0000,  12.8316,   0.7479,   1.0079,   0.0034
11599375000.0000,  12.8566,   0.7589,   1.0082,   0.0078
11602000000.0000,  12.8194,   0.7276,   1.0071,   0.0022
11604625000.0000,  12.8344,   0.7511,   1.0050,   0.0078
11607250000.0000,  12.8271,   0.7422,   1.0085,   0.0071
11609875000.0000,  12.8277,   0.7425,   1.0088,   0.0052
11612500000.0000,  12.8221,   0.7369,   1.0068,   0.0079
11615125000.0000,  12.8382,   0.7320,   1.0090,   0.0051
11617750000.0000,  12.8242,   0.7320,   1.0108,   0.0045
11620375000.0000,  12.8238,   0.7348,   1.0096,   0.0063
11623000000.0000,  12.8395,   0.7264,   1.0085,   0.0054
11625625000.0000,  12.8342,   0.7162,   1.0071,   0.0046
11628250000.0000,  12.8411,   0.7381,   1.0067,   0.0063
11630875000.0000,  12.8373,   0.7499,   1.0102,   0.0058
11633500000.0000,  12.8437,   0.7139,   1.0084,   0.0065
11636125000.0000,  12.8495,   0.7249,   1.0063,   0.0061
11638750000.0000,  12.8332,   0.7127,   1.0063,   0.0045
11641375000.0000,  12.8374,   0.7275,   1.0081,   0.0079
11644000000.0000,  12.8392,   0.7069,   1.0111,   0.0052
11646625000.0000,  12.8478,   0.7057,   1.0070,   0.0034
11649250000.0000,  12.8468,   0.7069,   1.0073,   0.0059
11651875000.0000,  12.8501,   0.6969,   1.0080,   0.0024
11654500000.0000,  12.8529,   0.7234,   1.0074,   0.0037
11657125000.0000,  12.8494,   0.7036,   1.0116,   0.0034
11659750000.0000,  12.8455,   0.7031,   1.0085,   0.0053
11662375000.0000,  12.8504,   0.7212,   1.0108,   0.0055
11665000000.0000,  12.8671,   0.7159,   1.0107,   0.0044
11667625000.0000,  12.8614,   0.7013,   1.0059,   0.0047
11670250000.0000,  12.8701,   0.6942,   1.0115,   0.0037
11672875000.0000,  12.8623,   0.7054,   1.0092,   0.0056
11675500000.0000,  12.8496,   0.6815,   1.0078,   0.0052
11678125000.0000,  12.8549,   0.6829,   1.0104,   0.0037
11680750000.0000,  12.8520,   0.6653,   1.0102,   0.0035
11683375000.0000,  12.8782,   0.6781,   1.0103,   0.0032
11686000000.0000,  12.8663,   0.6911,   1.0098,   0.0044
11688625000.0000,  12.8309,   0.6846,   1.0079,   0.0047
11691250000.0000,  12.8331,   0.6849,   1.0094,   0.0035
11693875000.0000,  12.8169,   0.6747,   1.0086,   0.0030
11696500000.0000,  12.8541,   0.6718,   1.0096,   0.0037
11699125000.0000,  12.8400,   0.6925,   1.0107,   0.0083
11701750000.0000,  12.8414,   0.6749,   1.0087,   0.0021
11704375000.0000,  12.8443,   0.6535,   1.0075,   0.0053
11707000000.0000,  12.8522,   0.6409,   1.0077,   0.0046
11709625000.0000,  12.8749,   0.6651,   1.0105,   0.0048
11712250000.0000,  12.8250,   0.6717,   1.0090,   0.0051
11714875000.0000,  12.8504,   0.6347,   1.0096,   0.0036
11717500000.0000,  12.8484,   0.6457,   1.0120,   0.0059
11720125000.0000,  12.8406,   0.6463,   1.0105,   0.0065
11722750000.0000,  12.8537,   0.6234,   1.0119,   0.0052
11725375000.0000,  12.8375,   0.6309,   1.0100,   0.0083
11728000000.0000,  12.8368,   0.6351,   1.0117,   0.0087
11730625000.0000,  12.8442,   0.6399,   1.0130,   0.0069
11733250000.0000,  12.8469,   0.6167,   1.0096,   0.0077
11735875000.0000,  12.8420,   0.6342,   1.0102,   0.0089
11738500000.0000,  12.8591,   0.6231,   1.0082,   0.0099
11741125000.0000,  12.8519,   0.6335,   1.0094,   0.0092
11743750000.0000,  12.8721,   0.6110,   1.0074,   0.0060
11746375000.0000,  12.8763,   0.6209,   1.0096,   0.0053
11749000000.0000,  12.8619,   0.6160,   1.0077,   0.0089
11751625000.0000,  12.8551,   0.6250,   1.0073,   0.0086
11754250000.0000,  12.8412,   0.6138,   1.0091,   0.0089
11756875000.0000,  12.8636,   0.6185,   1.0079,   0.0085
11759500000.0000,  12.8778,   0.6116,   1.0087,   0.0073
11762125000.0000,  12.8624,   0.6350,   1.0074,   0.0094
11764750000.0000,  12.8645,   0.6337,   1.0094,   0.0092
11767375000.0000,  12.8675,   0.6243,   1.0082,   0.0083
11770000000.0000,  12.8500,   0.6340,   1.0073,   0.0095
11772625000.0000,  12.8526,   0.6090,   1.0085,   0.0054
11775250000.0000,  12.8675,   0.6226,   1.0088,   0.0072
11777875000.0000,  12.8587,   0.6404,   1.0072,   0.0104
11780500000.0000,  12.8930,   0.6263,   1.0086,   0.0087
11783125000.0000,  12.8814,   0.6256,   1.0087,   0.0069
11785750000.0000,  12.8725,   0.6189,   1.0080,   0.0061
11788375000.0000,  12.8872,   0.6239,   1.0098,   0.0047
11791000000.0000,  12.8734,   0.6223,   1.0097,   0.0070
11793625000.0000,  12.8782,   0.6153,   1.0103,   0.0075
11796250000.0000,  12.8841,   0.6118,   1.0093,   0.0057
11798875000.0000,  12.8811,   0.5870,   1.0106,   0.0053
11801500000.0000,  12.8943,   0.6211,   1.0087,   0.0070
11804125000.0000,  12.8798,   0.5833,   1.0102,   0.0078
11806750000.0000,  12.8776,   0.6063,   1.0109,   0.0059
11809375000.0000,  12.8660,   0.6086,   1.0093,   0.0059
11812000000.0000,  12.8784,   0.5841,   1.0101,   0.0090
11814625000.0000,  12.8777,   0.6078,   1.0126,   0.0076
11817250000.0000,  12.8716,   0.5923,   1.0105,   0.0059
11819875000.0000,  12.8694,   0.5921,   1.0091,   0.0063
11822500000.0000,  12.8817,   0.6004,   1.0105,   0.0098
11825125000.0000,  12.8691,   0.5806,   1.0120,   0.0055
11827750000.0000,  12.8766,   0.5873,   1.0126,   0.0085
11830375000.0000,  12.8793,   0.5926,   1.0104,   0.0096
11833000000.0000,  12.8846,   0.5774,   1.0092,   0.0088
11835625000.0000,  12.8644,   0.5953,   1.0115,   0.0078
11838250000.0000,  12.8814,   0.5805,   1.0119,   0.0091
11840875000.0000,  12.9006,   0.5822,   1.0123,   0.0078
11843500000.0000,  12.8951,   0.5859,   1.0121,   0.0093
11846125000.0000,  12.8887,   0.5733,   1.0108,   0.0087
11848750000.0000,  12.8978,   0.5907,   1.0099,   0.0050
11851375000.0000,  12.8905,   0.5897,   1.0136,   0.0093
11854000000.0000,  12.9123,   0.5909,   1.0128,   0.0088
11856625000.0000,  12.9030,   0.5726,   1.0129,   0.0083
11859250000.0000,  12.9106,   0.5913,   1.0118,   0.0111
11861875000.0000,  12.8999,   0.5860,   1.0117,   0.0098
11864500000.0000,  12.9003,   0.5854,   1.0095,   0.0073
11867125000.0000,  12.9051,   0.5914,   1.0115,   0.0076
11869750000.0000,  12.9008,   0.5808,   1.0091,   0.0059
11872375000.0000,  12.9112,   0.5768,   1.0114,   0.0102
11875000000.0000,  12.9193,   0.5870,   1.0116,   0.0095
11877625000.0000,  12.9359,   0.5730,   1.0123,   0.0054
11880250000.0000,  12.9326,   0.5822,   1.0114,   0.0086
11882875000.0000,  12.9411,   0.5797,   1.0118,   0.0063
11885500000.0000,  12.9207,   0.5585,   1.0069,   0.0061
11888125000.0000,  12.9355,   0.5785,   1.0098,   0.0077
11890750000.0000,  12.9243,   0.5779,   1.0095,   0.0062
11893375000.0000,  12.9278,   0.5792,   1.0074,   0.0090
11896000000.0000,  12.9144,   0.5759,   1.0094,   0.0050
11898625000.0000,  12.9209,   0.5867,   1.0074,   0.0096
11901250000.0000,  12.9263,   0.5591,   1.0072,   0.0048
11903875000.0000,  12.9404,   0.5576,   1.0089,   0.0047
11906500000.0000,  12.9250,   0.5610,   1.0077,   0.0061
11909125000.0000,  12.9244,   0.5815,   1.0127,   0.0087
11911750000.0000,  12.9296,   0.5649,   1.0080,   0.0058
11914375000.0000,  12.9303,   0.5683,   1.0085,   0.0090
11917000000.0000,  12.9235,   0.5782,   1.0088,   0.0084
11919625000.0000,  12.9290,   0.5559,   1.0088,   0.0064
11922250000.0000,  12.9173,   0.5857,   1.0091,   0.0059
11924875000.0000,  12.9470,   0.5693,   1.0079,   0.0086
11927500000.0000,  12.9391,   0.5541,   1.0096,   0.0081
11930125000.0000,  12.9292,   0.5760,   1.0092,   0.0066
11932750000.0000,  12.9431,   0.5535,   1.0083,   0.0059
11935375000.0000,  12.9244,   0.5577,   1.0116,   0.0073
11938000000.0000,  12.9401,   0.5775,   1.0080,   0.0076
11940625000.0000,  12.9244,   0.5655,   1.0091,   0.0083
11943250000.0000,  12.9283,   0.5528,   1.0093,   0.0078
11945875000.0000,  12.9286,   0.5528,   1.0082,   0.0090
11948500000.0000,  12.9263,   0.5594,   1.0092,   0.0061
11951125000.0000,  12.9151,   0.5576,   1.0091,   0.0072
11953750000.0000,  12.9163,   0.5544,   1.0084,   0.0061
11956375000.0000,  12.9205,   0.5758,   1.0072,   0.0111
11959000000.0000,  12.9253,   0.5697,   1.0074,   0.0056
11961625000.0000,  12.9156,   0.5723,   1.0082,   0.0083
11964250000.0000,  12.9384,   0.5907,   1.0113,   0.0085
11966875000.0000,  12.9273,   0.5635,   1.0096,   0.0072
11969500000.0000,  12.9368,   0.5538,   1.0110,   0.0088
11972125000.0000,  12.9160,   0.5496,   1.0073,   0.0094
11974750000.0000,  12.9139,   0.5730,   1.0090,   0.0109
11977375000.0000,  12.9269,   0.5714,   1.0095,   0.0091
11980000000.0000,  12.9366,   0.5633,   1.0111,   0.0081
11982625000.0000,  12.9420,   0.5683,   1.0100,   0.0095
11985250000.0000,  12.9321,   0.5620,   1.0099,   0.0082
11987875000.0000,  12.9146,   0.5651,   1.0089,   0.0078
11990500000.0000,  12.9226,   0.5806,   1.0114,   0.0104
11993125000.0000,  12.9250,   0.5655,   1.0118,   0.0047
11995750000.0000,  12.9382,   0.5688,   1.0117,   0.0087
11998375000.0000,  12.9351,   0.5695,   1.0102,   0.0086
12001000000.0000,  12.9113,   0.5716,   1.0108,   0.0078
12003625000.0000,  12.9274,   0.5839,   1.0120,   0.0084
12006250000.0000,  12.9361,   0.5735,   1.0122,   0.0074
12008875000.0000,  12.9523,   0.5430,   1.0113,   0.0076
12011500000.0000,  12.9443,   0.5732,   1.0122,   0.0082
12014125000.0000,  12.9611,   0.5672,   1.0131,   0.0091
12016750000.0000,  12.9341,   0.5647,   1.0127,   0.0099
12019375000.0000,  12.9391,   0.5610,   1.0105,   0.0076
12022000000.0000,  12.9510,   0.5623,   1.0109,   0.0097
12024625000.0000,  12.9441,   0.5705,   1.0138,   0.0111
12027250000.0000,  12.9573,   0.5639,   1.0127,   0.0121
12029875000.0000,  12.9570,   0.5461,   1.0122,   0.0067
12032500000.0000,  12.9560,   0.5606,   1.0127,   0.0091
12035125000.0000,  12.9711,   0.5522,   1.0123,   0.0062
12037750000.0000,  12.9702,   0.5666,   1.0117,   0.0098
12040375000.0000,  12.9535,   0.5615,   1.0113,   0.0089
12043000000.0000,  12.9725,   0.5543,   1.0109,   0.0107
12045625000.0000,  12.9659,   0.5573,   1.0109,   0.0095
12048250000.0000,  12.9833,   0.5588,   1.0111,   0.0080
12050875000.0000,  12.9706,   0.5458,   1.0111,   0.0088
12053500000.0000,  12.9894,   0.5452,   1.0112,   0.0066
12056125000.0000,  12.9593,   0.5669,   1.0088,   0.0095
12058750000.0000,  12.9791,   0.5557,   1.0086,   0.0078
12061375000.0000,  12.9855,   0.5762,   1.0111,   0.0091
12064000000.0000,  12.9844,   0.5705,   1.0101,   0.0085
12066625000.0000,  12.9802,   0.5682,   1.0091,   0.0064
12069250000.0000,  12.9728,   0.5687,   1.0099,   0.0077
12071875000.0000,  12.9736,   0.5532,   1.0095,   0.0063
12074500000.0000,  12.9860,   0.5808,   1.0094,   0.0074
12077125000.0000,  12.9938,   0.5717,   1.0094,   0.0069
12079750000.0000,  12.9894,   0.5817,   1.0088,   0.0065
12082375000.0000,  12.9829,   0.5856,   1.0113,   0.0080
12085000000.0000,  12.9712,   0.5710,   1.0084,   0.0076
12087625000.0000,  12.9754,   0.5628,   1.0088,   0.0067
12090250000.0000,  12.9757,   0.5637,   1.0094,   0.0073
12092875000.0000,  12.9641,   0.5785,   1.0091,   0.0069
12095500000.0000,  12.9650,   0.5680,   1.0101,   0.0086
12098125000.0000,  12.9720,   0.5571,   1.0072,   0.0071
12100750000.0000,  12.9819,   0.5629,   1.0112,   0.0067
12103375000.0000,  12.9652,   0.5551,   1.0086,   0.0066
12106000000.0000,  12.9864,   0.5700,   1.0095,   0.0066
12108625000.0000,  12.9828,   0.5778,   1.0093,   0.0073
12111250000.0000,  12.9689,   0.5709,   1.0085,   0.0076
12113875000.0000,  12.9856,   0.5482,   1.0113,   0.0051
12116500000.0000,  12.9877,   0.5575,   1.0115,   0.0067
12119125000.0000,  12.9728,   0.5485,   1.0109,   0.0077
12121750000.0000,  12.9642,   0.5564,   1.0099,   0.0073
12124375000.0000,  12.9740,   0.5563,   1.0087,   0.0055
12127000000.0000,  12.9787,   0.5577,   1.0109,   0.0069
12129625000.0000,  12.9719,   0.5492,   1.0109,   0.0084
12132250000.0000,  12.9792,   0.5537,   1.0108,   0.0084
12134875000.0000,  12.9679,   0.5407,   1.0093,   0.0098
12137500000.0000,  12.9835,   0.5325,   1.0109,   0.0053
12140125000.0000,  12.9951,   0.5566,   1.0147,   0.0082
12142750000.0000,  12.9758,   0.5758,   1.0109,   0.0117
12145375000.0000,  12.9932,   0.5587,   1.0117,   0.0073
12148000000.0000,  12.9855,   0.5548,   1.0130,   0.0111
12150625000.0000,  12.9968,   0.5476,   1.0124,   0.0084
12153250000.0000,  13.0172,   0.5757,   1.0133,   0.0091
12155875000.0000,  12.9812,   0.5896,   1.0119,   0.0096
12158500000.0000,  13.0026,   0.5779,   1.0148,   0.0098
12161125000.0000,  13.0110,   0.5604,   1.0121,   0.0090
12163750000.0000,  13.0206,   0.5542,   1.0127,   0.0070
12166375000.0000,  13.0230,   0.5851,   1.0132,   0.0098
12169000000.0000,  13.0306,   0.5891,   1.0122,   0.0094
12171625000.0000,  13.0300,   0.5589,   1.0132,   0.0064
12174250000.0000,  13.0181,   0.5792,   1.0119,   0.0083
12176875000.0000,  13.0046,   0.5871,   1.0112,   0.0102
12179500000.0000,  13.0243,   0.5854,   1.0117,   0.0077
12182125000.0000,  13.0271,   0.6149,   1.0098,   0.0112
12184750000.0000,  13.0171,   0.5924,   1.0125,   0.0078
12187375000.0000,  13.0373,   0.5725,   1.0114,   0.0066
12190000000.0000,  13.0198,   0.5833,   1.0111,   0.0067
12192625000.0000,  13.0187,   0.6065,   1.0098,   0.0082
12195250000.0000,  13.0323,   0.6016,   1.0096,   0.0070
12197875000.0000,  13.0045,   0.5781,   1.0106,   0.0072
12200500000.0000,  13.0230,   0.6079,   1.0113,   0.0093
12203125000.0000,  13.0025,   0.5771,   1.0089,   0.0087
12205750000.0000,  12.9884,   0.5818,   1.0082,   0.0084
12208375000.0000,  13.0083,   0.5933,   1.0090,   0.0072
12211000000.0000,  13.0029,   0.6025,   1.0089,   0.0079
12213625000.0000,  13.0021,   0.5968,   1.0085,   0.0081
12216250000.0000,  13.0073,   0.5817,   1.0087,   0.0076
12218875000.0000,  13.0314,   0.5949,   1.0132,   0.0085
12221500000.0000,  13.0126,   0.5909,   1.0091,   0.0061
12224125000.0000,  12.9921,   0.6049,   1.0103,   0.0071
12226750000.0000,  13.0141,   0.5877,   1.0104,   0.0064
12229375000.0000,  13.0352,   0.5954,   1.0116,   0.0043
12232000000.0000,  13.0160,   0.5770,   1.0120,   0.0053
12234625000.0000,  13.0098,   0.5833,   1.0113,   0.0071
12237250000.0000,  12.9977,   0.5978,   1.0103,   0.0059
12239875000.0000,  13.0412,   0.5905,   1.0121,   0.0101
12242500000.0000,  13.0203,   0.5924,   1.0122,   0.0079
12245125000.0000,  13.0299,   0.5639,   1.0104,   0.0058
12247750000.0000,  13.0250,   0.5830,   1.0135,   0.0075
12250375000.0000,  13.0347,   0.5931,   1.0141,   0.0092
12253000000.0000,  13.0097,   0.5851,   1.0116,   0.0070
12255625000.0000,  13.0124,   0.5960,   1.0134,   0.0076
12258250000.0000,  13.0050,   0.5947,   1.0135,   0.0107
12260875000.0000,  13.0234,   0.5908,   1.0112,   0.0101
12263500000.0000,  13.0011,   0.5839,   1.0110,   0.0089
12266125000.0000,  13.0191,   0.5803,   1.0110,   0.0070
12268750000.0000,  13.0390,   0.6134,   1.0135,   0.0066
12271375000.0000,  13.0234,   0.5894,   1.0137,   0.0078
12274000000.0000,  13.0262,   0.5945,   1.0132,   0.0085
12276625000.0000,  13.0290,   0.6441,   1.0157,   0.0108
12279250000.0000,  13.0309,   0.5934,   1.0121,   0.0094
12281875000.0000,  13.0482,   0.6142,   1.0141,   0.0091
12284500000.0000,  13.0344,   0.6080,   1.0133,   0.0095
12287125000.0000,  13.0259,   0.6067,   1.0152,   0.0105
12289750000.0000,  13.0378,   0.6243,   1.0151,   0.0082
12292375000.0000,  13.0431,   0.6108,   1.0141,   0.0069
12295000000.0000,  13.0305,   0.6227,   1.0129,   0.0089
12297625000.0000,  13.0525,   0.6228,   1.0160,   0.0083
12300250000.0000,  13.0486,   0.6233,   1.0146,   0.0063
12302875000.0000,  13.0378,   0.6427,   1.0165,   0.0070
12305500000.0000,  13.0451,   0.6251,   1.0134,   0.0071
12308125000.0000,  13.0682,   0.6341,   1.0138,   0.0073
12310750000.0000,  13.0386,   0.6195,   1.0163,   0.0077
12313375000.0000,  13.0569,   0.6248,   1.0146,   0.0067
12316000000.0000,  13.0508,   0.6372,   1.0161,   0.0078
12318625000.0000,  13.0384,   0.6496,   1.0153,   0.0083
12321250000.0000,  13.0181,   0.6220,   1.0125,   0.0064
12323875000.0000,  13.0365,   0.6225,   1.0161,   0.0074
12326500000.0000,  13.0460,   0.6336,   1.0165,   0.0083
12329125000.0000,  13.0339,   0.6308,   1.0144,   0.0087
12331750000.0000,  13.0301,   0.6202,   1.0149,   0.0080
12334375000.0000,  13.0312,   0.6240,   1.0149,   0.0070
12337000000.0000,  13.0521,   0.6497,   1.0145,   0.0077
12339625000.0000,  13.0290,   0.6359,   1.0125,   0.0104
12342250000.0000,  13.0469,   0.6452,   1.0145,   0.0077
12344875000.0000,  13.0240,   0.6429,   1.0142,   0.0100
12347500000.0000,  13.0313,   0.6446,   1.0123,   0.0095
12350125000.0000,  13.0339,   0.6301,   1.0112,   0.0084
12352750000.0000,  13.0221,   0.6468,   1.0142,   0.0103
12355375000.0000,  13.0268,   0.6450,   1.0124,   0.0095
12358000000.0000,  13.0214,   0.6365,   1.0134,   0.0089
12360625000.0000,  13.0378,   0.6374,   1.0139,   0.0082
12363250000.0000,  13.0454,   0.6634,   1.0137,   0.0108
12365875000.0000,  13.0391,   0.6607,   1.0120,   0.0097
12368500000.0000,  13.0311,   0.6498,   1.0122,   0.0100
12371125000.0000,  13.0355,   0.6617,   1.0147,   0.0104
12373750000.0000,  13.0249,   0.6557,   1.0111,   0.0074
12376375000.0000,  13.0300,   0.6639,   1.0120,   0.0103
12379000000.0000,  13.0360,   0.6447,   1.0131,   0.0095
12381625000.0000,  13.0317,   0.6670,   1.0133,   0.0083
12384250000.0000,  13.0319,   0.6568,   1.0113,   0.0070
12386875000.0000,  13.0535,   0.6684,   1.0132,   0.0090
12389500000.0000,  13.0483,   0.6781,   1.0150,   0.0089
12392125000.0000,  13.0529,   0.6714,   1.0127,   0.0071
12394750000.0000,  13.0206,   0.6646,   1.0113,   0.0108
12397375000.0000,  13.0267,   0.6791,   1.0126,   0.0083
12400000000.0000,  13.0348,   0.6894,   1.0145,   0.0074
